Sequence Position in training data,,Customer ID# in market test database,"Male=0, Female=1",total_expenditure ,"months_since_last_purchase, ","number_of_purchases, ",months_since_first_purchase ,,,
3716,user3716,30899,1,233,12,1,12,,,
3717,user3717,30908,1,281,10,2,14,,,
3718,user3718,30909,1,153,16,8,32,,,
3719,user3719,30913,1,91,16,1,16,,,
3720,user3720,30927,1,350,12,8,50,,,
3721,user3721,30945,1,452,10,12,60,,,
3722,user3722,30966,1,165,32,1,32,,,
3723,user3723,30969,1,202,8,1,8,,,
3724,user3724,30973,0,283,14,4,22,,,
3725,user3725,30976,1,181,4,3,18,,,
3726,user3726,30982,1,310,2,3,18,,,
3727,user3727,30983,1,280,12,11,60,,,
3728,user3728,30989,0,134,6,2,12,,,
3729,user3729,30996,1,165,12,1,12,,,
3730,user3730,31021,1,115,8,1,8,,,
3731,user3731,31036,1,250,14,2,16,,,
3732,user3732,31043,0,237,22,1,22,,,
3733,user3733,31046,1,175,12,1,12,,,
3734,user3734,31047,0,178,24,1,24,,,
3735,user3735,31048,0,102,10,1,10,,,
3736,user3736,31057,1,76,6,1,6,,,
3737,user3737,31060,1,53,6,2,10,,,
3738,user3738,31062,1,137,14,1,14,,,
3739,user3739,31063,1,292,12,1,12,,,
3740,user3740,31070,1,45,16,1,16,,,
3741,user3741,31074,1,312,16,1,16,,,
3742,user3742,31093,1,363,14,7,56,,,
3743,user3743,31106,1,170,16,1,16,,,
3744,user3744,31122,1,190,6,12,48,,,
3745,user3745,31123,1,189,10,4,28,,,
3746,user3746,31124,0,291,6,2,14,,,
3747,user3747,31127,1,215,32,10,56,,,
3748,user3748,31129,1,182,12,1,12,,,
3749,user3749,31143,1,139,6,8,38,,,
3750,user3750,31152,1,272,26,2,32,,,
3751,user3751,31156,0,318,14,8,36,,,
3752,user3752,31158,0,227,18,1,18,,,
3753,user3753,31159,1,292,14,5,42,,,
3754,user3754,31161,1,306,14,12,56,,,
3755,user3755,31165,0,113,10,1,10,,,
3756,user3756,31171,1,327,12,3,28,,,
3757,user3757,31178,1,81,4,2,8,,,
3758,user3758,31180,1,387,6,11,66,,,
3759,user3759,31188,0,195,6,2,14,,,
3760,user3760,31194,1,226,30,11,58,,,
3761,user3761,31198,1,145,10,1,10,,,
3762,user3762,31204,1,270,14,2,18,,,
3763,user3763,31209,1,233,22,3,32,,,
3764,user3764,31215,0,222,14,7,40,,,
3765,user3765,31225,1,251,10,10,64,,,
3766,user3766,31226,0,25,8,1,8,,,
3767,user3767,31236,0,65,14,1,14,,,
3768,user3768,31237,1,152,34,7,56,,,
3769,user3769,31246,0,182,12,3,26,,,
3770,user3770,31249,1,164,32,4,52,,,
3771,user3771,31250,1,67,14,4,26,,,
3772,user3772,31257,1,220,14,1,14,,,
3773,user3773,31261,1,186,14,3,30,,,
3774,user3774,31269,0,70,10,4,30,,,
3775,user3775,31270,1,292,14,12,76,,,
3776,user3776,31276,1,287,6,1,6,,,
3777,user3777,31279,0,162,8,10,50,,,
3778,user3778,31282,1,247,4,2,12,,,
3779,user3779,31284,1,133,4,6,38,,,
3780,user3780,31287,1,316,14,2,20,,,
3781,user3781,31294,0,174,8,6,36,,,
3782,user3782,31295,1,171,16,1,16,,,
3783,user3783,31298,0,137,14,2,22,,,
3784,user3784,31304,0,171,4,2,8,,,
3785,user3785,31315,0,165,16,2,20,,,
3786,user3786,31316,1,401,12,8,50,,,
3787,user3787,31317,1,250,8,2,10,,,
3788,user3788,31323,1,222,8,5,30,,,
3789,user3789,31329,0,104,10,3,24,,,
3790,user3790,31341,1,43,14,2,16,,,
3791,user3791,31356,1,459,6,11,32,,,
3792,user3792,31357,1,270,14,2,16,,,
3793,user3793,31359,1,256,12,2,18,,,
3794,user3794,31366,1,231,24,2,30,,,
3795,user3795,31377,1,24,2,1,2,,,
3796,user3796,31379,1,424,24,9,48,,,
3797,user3797,31381,1,206,18,2,26,,,
3798,user3798,31386,1,126,20,1,20,,,
3799,user3799,31388,0,239,16,7,52,,,
3800,user3800,31393,1,306,28,12,82,,,
3801,user3801,31410,0,323,12,6,34,,,
3802,user3802,31415,0,271,10,1,10,,,
3803,user3803,31416,1,276,12,2,14,,,
3804,user3804,31422,1,64,14,1,14,,,
3805,user3805,31436,1,279,8,2,16,,,
3806,user3806,31439,1,116,6,7,30,,,
3807,user3807,31442,1,311,10,2,16,,,
3808,user3808,31446,1,160,12,1,12,,,
3809,user3809,31455,0,92,16,4,30,,,
3810,user3810,31460,1,338,12,8,46,,,
3811,user3811,31464,1,367,24,5,42,,,
3812,user3812,31466,0,119,22,1,22,,,
3813,user3813,31486,1,73,6,1,6,,,
3814,user3814,31489,1,67,2,1,2,,,
3815,user3815,31511,1,188,12,3,28,,,
3816,user3816,31513,0,249,10,6,32,,,
3817,user3817,31522,1,298,26,2,28,,,
3818,user3818,31526,1,241,4,2,10,,,
3819,user3819,31529,1,279,2,7,18,,,
3820,user3820,31532,1,315,16,2,18,,,
3821,user3821,31542,1,200,14,10,56,,,
3822,user3822,31544,1,124,26,1,26,,,
3823,user3823,31546,1,187,34,2,42,,,
3824,user3824,31547,1,177,14,4,26,,,
3825,user3825,31548,1,247,8,7,34,,,
3826,user3826,31551,1,167,24,10,76,,,
3827,user3827,31558,1,186,16,1,16,,,
3828,user3828,31565,1,297,16,2,22,,,
3829,user3829,31582,1,277,12,1,12,,,
3830,user3830,31587,1,29,10,1,10,,,
3831,user3831,31606,1,38,18,1,18,,,
3832,user3832,31614,1,465,16,12,84,,,
3833,user3833,31618,0,296,10,2,16,,,
3834,user3834,31623,0,73,12,1,12,,,
3835,user3835,31637,1,405,10,11,72,,,
3836,user3836,31653,1,283,12,10,70,,,
3837,user3837,31657,1,178,10,2,16,,,
3838,user3838,31666,1,407,12,8,40,,,
3839,user3839,31680,1,136,14,1,14,,,
3840,user3840,31684,1,156,14,1,14,,,
3841,user3841,31703,1,246,10,12,64,,,
3842,user3842,31708,1,297,2,1,2,,,
3843,user3843,31712,0,236,8,9,28,,,
3844,user3844,31716,0,33,14,1,14,,,
3845,user3845,31724,1,286,10,1,10,,,
3846,user3846,31726,0,324,14,2,22,,,
3847,user3847,31733,0,280,12,12,82,,,
3848,user3848,31755,1,133,16,2,20,,,
3849,user3849,31760,1,102,8,4,28,,,
3850,user3850,31767,1,208,22,2,24,,,
3851,user3851,31779,1,80,14,1,14,,,
3852,user3852,31789,1,246,26,4,48,,,
3853,user3853,31796,0,229,12,2,14,,,
3854,user3854,31799,1,189,26,11,72,,,
3855,user3855,31815,1,402,6,10,34,,,
3856,user3856,31847,1,89,4,1,4,,,
3857,user3857,31848,1,74,2,1,2,,,
3858,user3858,31854,0,92,34,1,34,,,
3859,user3859,31859,1,185,14,1,14,,,
3860,user3860,31860,1,234,6,1,6,,,
3861,user3861,31875,1,389,8,10,50,,,
3862,user3862,31881,1,122,22,2,24,,,
3863,user3863,31887,1,195,4,2,8,,,
3864,user3864,31896,1,184,16,10,70,,,
3865,user3865,31904,0,290,16,1,16,,,
3866,user3866,31906,0,241,2,12,66,,,
3867,user3867,31915,0,218,8,2,10,,,
3868,user3868,31919,0,84,28,1,28,,,
3869,user3869,31920,1,222,34,2,40,,,
3870,user3870,31924,0,201,4,2,10,,,
3871,user3871,31928,1,93,24,6,48,,,
3872,user3872,31931,1,168,2,1,2,,,
3873,user3873,31940,0,68,14,1,14,,,
3874,user3874,31952,1,208,10,1,10,,,
3875,user3875,31959,1,407,10,12,80,,,
3876,user3876,31970,0,261,10,2,18,,,
3877,user3877,31980,1,269,12,1,12,,,
3878,user3878,31997,0,182,4,11,44,,,
3879,user3879,31998,1,67,36,2,44,,,
3880,user3880,32007,0,140,8,7,22,,,
3881,user3881,32010,1,333,4,3,20,,,
3882,user3882,32027,0,276,10,12,40,,,
3883,user3883,32036,1,103,6,2,12,,,
3884,user3884,32038,1,208,10,10,32,,,
3885,user3885,32044,1,254,18,1,18,,,
3886,user3886,32048,1,376,16,10,36,,,
3887,user3887,32066,1,192,8,1,8,,,
3888,user3888,32073,1,151,18,5,28,,,
3889,user3889,32083,0,353,16,9,36,,,
3890,user3890,32092,1,139,12,1,12,,,
3891,user3891,32101,1,246,30,1,30,,,
3892,user3892,32107,1,65,36,2,42,,,
3893,user3893,32113,1,324,30,2,38,,,
3894,user3894,32122,1,275,10,11,46,,,
3895,user3895,32125,1,120,14,4,36,,,
3896,user3896,32135,0,185,10,9,56,,,
3897,user3897,32136,1,41,14,1,14,,,
3898,user3898,32137,1,161,14,1,14,,,
3899,user3899,32143,1,27,2,1,2,,,
3900,user3900,32156,1,53,16,2,22,,,
3901,user3901,32167,0,310,2,2,8,,,
3902,user3902,32188,1,188,12,2,16,,,
3903,user3903,32190,1,296,14,2,20,,,
3904,user3904,32191,0,280,26,5,52,,,
3905,user3905,32192,1,286,28,9,62,,,
3906,user3906,32199,0,220,8,2,10,,,
3907,user3907,32202,0,175,30,9,82,,,
3908,user3908,32213,1,285,16,6,44,,,
3909,user3909,32217,1,104,16,1,16,,,
3910,user3910,32229,0,296,34,6,50,,,
3911,user3911,32235,1,365,16,8,48,,,
3912,user3912,32238,0,326,12,2,20,,,
3913,user3913,32242,0,303,26,7,46,,,
3914,user3914,32248,1,368,4,10,50,,,
3915,user3915,32253,0,235,2,11,26,,,
3916,user3916,32258,1,132,22,1,22,,,
3917,user3917,32261,1,130,22,4,36,,,
3918,user3918,32284,1,260,10,8,48,,,
3919,user3919,32287,1,68,10,3,16,,,
3920,user3920,32296,1,112,12,2,20,,,
3921,user3921,32303,0,207,30,3,42,,,
3922,user3922,32305,0,239,16,2,24,,,
3923,user3923,32312,1,57,24,1,24,,,
3924,user3924,32319,0,278,2,2,6,,,
3925,user3925,32342,1,169,16,1,16,,,
3926,user3926,32351,1,324,22,2,30,,,
3927,user3927,32354,1,115,8,1,8,,,
3928,user3928,32355,0,122,14,1,14,,,
3929,user3929,32365,1,145,18,2,22,,,
3930,user3930,32366,1,240,4,2,8,,,
3931,user3931,32370,1,281,10,1,10,,,
3932,user3932,32371,0,152,2,1,2,,,
3933,user3933,32372,1,283,30,10,86,,,
3934,user3934,32374,1,231,2,3,8,,,
3935,user3935,32382,1,109,16,2,24,,,
3936,user3936,32401,1,270,12,1,12,,,
3937,user3937,32415,1,204,14,1,14,,,
3938,user3938,32432,1,335,30,4,50,,,
3939,user3939,32437,0,39,28,2,30,,,
3940,user3940,32443,0,129,4,8,48,,,
3941,user3941,32464,1,246,10,2,14,,,
3942,user3942,32490,1,118,12,1,12,,,
3943,user3943,32505,1,119,10,1,10,,,
3944,user3944,32515,1,181,14,1,14,,,
3945,user3945,32521,1,317,16,5,36,,,
3946,user3946,32523,1,307,8,6,30,,,
3947,user3947,32547,1,317,10,8,34,,,
3948,user3948,32559,1,94,6,2,10,,,
3949,user3949,32579,1,124,12,2,14,,,
3950,user3950,32592,0,219,4,2,12,,,
3951,user3951,32594,1,363,28,5,48,,,
3952,user3952,32599,1,314,34,2,38,,,
3953,user3953,32601,1,355,22,7,48,,,
3954,user3954,32606,0,169,14,8,56,,,
3955,user3955,32612,1,312,6,2,12,,,
3956,user3956,32623,0,270,6,8,50,,,
3957,user3957,32630,1,100,16,1,16,,,
3958,user3958,32633,0,78,18,2,26,,,
3959,user3959,32645,1,323,10,2,14,,,
3960,user3960,32649,1,287,36,8,76,,,
3961,user3961,32651,1,120,6,8,22,,,
3962,user3962,32661,0,88,4,2,8,,,
3963,user3963,32669,1,302,4,1,4,,,
3964,user3964,32673,0,275,10,1,10,,,
3965,user3965,32679,1,96,4,2,10,,,
3966,user3966,32682,0,194,6,2,8,,,
3967,user3967,32684,0,357,8,9,26,,,
3968,user3968,32695,0,191,12,12,76,,,
3969,user3969,32705,1,62,8,2,12,,,
3970,user3970,32708,1,36,10,1,10,,,
3971,user3971,32712,1,299,6,2,10,,,
3972,user3972,32723,0,299,16,1,16,,,
3973,user3973,32732,1,130,14,1,14,,,
3974,user3974,32734,1,15,8,1,8,,,
3975,user3975,32736,1,19,12,1,12,,,
3976,user3976,32756,1,42,8,1,8,,,
3977,user3977,32762,1,191,26,2,30,,,
3978,user3978,32805,1,20,16,1,16,,,
3979,user3979,32824,1,91,2,1,2,,,
3980,user3980,32835,1,123,16,6,44,,,
3981,user3981,32841,1,400,14,12,68,,,
3982,user3982,32853,0,148,14,2,22,,,
3983,user3983,32866,0,266,14,3,22,,,
3984,user3984,32878,1,456,4,11,68,,,
3985,user3985,32881,1,147,14,1,14,,,
3986,user3986,32883,1,420,4,11,36,,,
3987,user3987,32892,1,263,8,1,8,,,
3988,user3988,32896,1,294,2,11,32,,,
3989,user3989,32897,1,185,12,1,12,,,
3990,user3990,32919,1,136,14,1,14,,,
3991,user3991,32921,1,318,20,5,50,,,
3992,user3992,32924,1,61,6,2,8,,,
3993,user3993,32928,1,208,32,1,32,,,
3994,user3994,32943,0,137,6,1,6,,,
3995,user3995,32948,1,160,6,2,10,,,
3996,user3996,32950,0,141,2,2,6,,,
3997,user3997,32954,1,357,16,9,52,,,
3998,user3998,32955,0,48,12,1,12,,,
3999,user3999,32976,0,214,14,7,38,,,
4000,user4000,32977,1,114,10,2,12,,,
